City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Ushtobe,0,KZ,1627236503,18,45.2514,77.9838,80.96,7.25
São Francisco,0,BR,1627236504,18,-15.9486,-44.8644,84.76,6.13
Havelock,40,US,1627236504,70,34.8791,-76.9013,88.03,7.0
Raudeberg,19,NO,1627236505,86,61.9875,5.1352,74.8,10.2
Galle,73,LK,1627236436,86,6.0367,80.217,78.35,12.62
Sohag,0,EG,1627236505,20,26.557,31.6948,90.9,8.19
Dundee,0,GB,1627236211,72,56.5,-2.9667,72.81,6.91
Saint-Pierre,40,RE,1627236506,78,-21.3393,55.4781,69.48,10.36
Sangāreddi,52,IN,1627236506,83,17.6294,78.0917,78.08,13.09
Dalby,91,AU,1627236506,74,-27.1833,151.2667,41.85,6.06
Araouane,56,ML,1627236507,18,18.9048,-3.5265,105.31,8.03
Los Llanos de Aridane,20,ES,1627236507,83,28.6585,-17.9182,73.15,16.11
Bridlington,63,GB,1627236507,83,54.0831,-0.1919,69.15,12.12
Libenge,99,CD,1627236508,77,3.65,18.6333,75.94,0.43
Pangnirtung,90,CA,1627236508,93,66.1451,-65.7125,50.0,0.0
Eisenstadt,62,AT,1627236508,44,47.8457,16.5233,82.36,4.56
Neuquén,98,AR,1627236430,40,-38.9516,-68.0591,55.27,12.03
Lata,83,PT,1627236509,76,40.1629,-8.3327,74.05,8.99
Nuuk,75,GL,1627236509,66,64.1835,-51.7216,52.41,3.44
Carinhanha,0,BR,1627236509,20,-14.3047,-43.765,85.57,7.7
San Quintín,100,MX,1627236431,82,30.4833,-115.95,68.58,6.4
Hvolsvollur,83,IS,1627236510,83,63.7533,-20.2243,52.81,23.55
Esperance,4,AU,1627236510,83,-33.8667,121.9,54.16,17.49
Morondava,22,MG,1627236510,50,-20.2833,44.2833,75.81,13.35
Marion,90,US,1627236510,72,39.7684,-86.1555,88.39,9.22
Novobiryusinskiy,41,RU,1627236511,64,56.9578,97.7076,66.33,3.67
Nikolskoye,51,RU,1627236511,64,59.7035,30.7861,69.69,2.42
Comodoro Rivadavia,20,AR,1627236511,40,-45.8667,-67.5,48.06,14.97
Marshall,40,US,1627236503,63,34.3834,-86.3333,92.48,1.01
Brae,64,GB,1627236512,74,60.3964,-1.353,60.71,3.83
Nabire,100,ID,1627236512,89,-3.3667,135.4833,75.13,3.85
Kavieng,53,PG,1627236512,76,-2.5744,150.7967,81.05,1.05
Bac Lieu,77,VN,1627236278,85,9.285,105.7244,78.69,7.67
Waipawa,100,NZ,1627236513,78,-41.4122,175.5153,54.03,12.41
Leningradskiy,100,RU,1627236513,90,69.3833,178.4167,37.62,4.63
Yining,3,CN,1627236513,89,29.0361,114.5636,75.76,1.61
Mastic Beach,90,US,1627236450,88,40.7668,-72.8521,80.55,1.01
Jiayuguan City,97,CN,1627236514,39,39.8167,98.3,74.82,5.66
Porto-Novo,48,BJ,1627236446,72,6.4965,2.6036,76.98,10.16
Pak Phanang,100,TH,1627236514,76,8.3511,100.202,82.08,6.62
Herat Province,0,AF,1627236514,12,34.5,62.0,89.46,40.02
Nantucket,90,US,1627236312,84,41.2835,-70.0995,72.0,13.8
Golden,40,US,1627236292,36,39.7555,-105.2211,89.26,1.99
Manadhoo,100,MV,1627236515,79,5.7667,73.3833,81.59,21.43
Iqaluit,98,CA,1627236515,93,63.7506,-68.5145,45.7,4.0
Cap Malheureux,0,MU,1627236515,60,-19.9842,57.6142,70.47,5.99
Braniştea,5,RO,1627236516,47,44.6833,25.5833,79.92,7.49
Kamenka,84,RU,1627236516,54,51.3223,42.7678,64.53,6.33
Paragominas,56,BR,1627236516,31,-2.9667,-47.4833,92.57,5.77
Eyemouth,2,GB,1627236517,88,55.8713,-2.0901,68.81,3.0
Hobyo,78,SO,1627236374,73,5.3505,48.5268,77.36,24.76
Yaan,87,NG,1627236517,92,7.3833,8.5667,73.35,5.75
Nyurba,14,RU,1627236517,66,63.2842,118.3319,61.79,5.7
Coahuayana Viejo,93,MX,1627236518,63,18.7333,-103.6833,89.08,5.3
Shimoda,6,JP,1627236518,87,34.6667,138.95,77.11,7.67
Petropavlivka,47,UA,1627236518,60,48.4564,36.4367,72.46,8.34
Sabang,98,ID,1627236519,78,5.8933,95.3214,83.01,10.36
Dingzhou,31,CN,1627236519,82,38.5131,114.9956,77.68,1.12
Havøysund,95,NO,1627236519,76,70.9963,24.6622,47.28,7.92
Weihe,92,CN,1627236519,97,32.9952,105.3247,66.2,2.8
Aklera,59,IN,1627236520,90,24.4167,76.5667,79.66,12.01
Berlevåg,100,NO,1627236520,83,70.8578,29.0864,46.4,18.75
Codrington,98,AU,1627236520,92,-38.2667,141.9667,49.68,15.17
Tabuk,100,PH,1627236521,78,17.4189,121.4443,76.78,2.84
Aklavik,94,CA,1627236521,66,68.2191,-135.0107,55.85,20.94
Punalūr,94,IN,1627236521,95,9.0,76.9333,80.28,6.11
Vao,64,NC,1627236522,79,-22.6667,167.4833,70.84,13.35
Mount Isa,4,AU,1627236522,52,-20.7333,139.5,42.57,3.44
Isugod,100,PH,1627236522,81,9.3408,118.1196,80.49,5.66
Inta,100,RU,1627236522,89,66.0317,60.1659,48.67,19.1
Tarko-Sale,100,RU,1627236523,85,64.9225,77.785,59.94,4.47
Mühlhausen,57,DE,1627236523,76,51.2167,10.45,75.88,3.4
Heide,52,DE,1627236523,81,54.2,9.1,76.17,3.06
Matara,68,LK,1627236524,88,5.9485,80.5353,77.68,10.4
Bilma,64,NE,1627236524,27,18.6853,12.9164,99.84,3.51
Ca Mau,95,VN,1627236524,88,9.1769,105.15,77.63,4.72
Ereymentau,68,KZ,1627236525,80,51.6199,73.1033,66.34,13.04
Arrondissement du Havre,90,FR,1627236525,88,49.5833,0.3333,69.58,8.05
Tegul'det,99,RU,1627236525,76,57.3064,88.1667,65.01,1.07
Tombouctou,14,ML,1627236526,17,20.0,-3.0,105.6,11.21
Baruun-Urt,100,MN,1627236526,63,46.6806,113.2792,62.94,14.16
Ahipara,71,NZ,1627236526,93,-35.1667,173.1667,57.0,8.72
Mandalgovi,100,MN,1627236526,77,45.7625,106.2708,60.57,11.95
Abu Samrah,0,SY,1627236527,30,35.3029,37.1841,89.04,11.34
Finschhafen,43,PG,1627236527,83,-6.6024,147.8681,77.94,7.2
Cayenne,75,GF,1627236479,80,4.9333,-52.3333,83.08,1.99
Palmer,90,US,1627236321,80,42.1584,-72.3287,73.45,4.0
Mazagão,83,BR,1627236527,46,-0.115,-51.2894,93.25,3.42
Kokkola,0,FI,1627236528,69,63.8385,23.1307,72.03,3.0
Eenhana,0,NA,1627236528,32,-17.4667,16.3333,64.83,7.4
Dunedin,100,NZ,1627236528,58,-45.8742,170.5036,51.8,17.0
Sisimiut,100,GL,1627236528,81,66.9395,-53.6735,43.95,5.55
Sakaiminato,3,JP,1627236529,71,35.55,133.2333,78.62,5.01
Port Antonio,58,JM,1627236282,67,18.18,-76.4612,87.94,5.88
Vanimo,100,PG,1627236529,81,-2.6741,141.3028,74.73,3.4
Pelotas,0,BR,1627236530,57,-31.7719,-52.3425,75.22,11.5
Broken Hill,45,AU,1627236530,77,-31.95,141.4333,47.95,12.68
Pingzhuang,100,CN,1627236530,80,42.0372,119.2889,73.24,13.4
Santa Barbara,1,US,1627236404,61,34.7333,-120.0343,89.35,5.75
Tonalá,20,MX,1627236531,53,20.6167,-103.2333,78.12,4.61
Mayor Pablo Lagerenza,0,PY,1627236531,18,-19.9309,-60.7718,98.47,17.87
Suratgarh,53,IN,1627236532,41,29.3167,73.9,99.09,13.67
Ternate,100,ID,1627236532,80,0.8,127.4,80.73,7.29
Lālmohan,100,BD,1627236532,86,22.3384,90.7419,83.17,8.08
Bengkulu,2,ID,1627236532,90,-3.8004,102.2655,75.49,4.83
Honiara,94,SB,1627236533,89,-9.4333,159.95,77.09,4.81
Revúca,59,SK,1627236533,81,48.6835,20.1173,72.57,3.47
Praia da Vitória,75,PT,1627236533,88,38.7333,-27.0667,71.85,11.97
Vardø,75,NO,1627236534,87,70.3705,31.1107,50.2,16.11
Huarmey,17,PE,1627236534,73,-10.0681,-78.1522,68.25,8.41
Bathsheba,75,BB,1627236534,70,13.2167,-59.5167,88.41,17.27
Pozo Colorado,60,PY,1627236423,22,-23.4923,-58.7972,94.98,13.8
Khani,56,GE,1627236535,97,41.9563,42.9566,63.97,2.33
Arifwala,26,PK,1627236535,37,30.294,73.0735,100.13,9.48
Prince George,40,CA,1627236535,71,53.9166,-122.753,60.24,0.0
Batagay,29,RU,1627236536,77,67.6333,134.6333,52.56,3.11
Springbok,100,ZA,1627236536,26,-29.6643,17.8865,56.16,8.79
Quatre Cocos,3,MU,1627236536,65,-20.2078,57.7625,70.09,14.34
Mehamn,75,NO,1627236537,76,71.0357,27.8492,46.58,13.8
El Alto,41,PE,1627236537,70,-4.2714,-81.2147,73.06,13.47
Simao,100,CN,1627236537,99,22.7886,100.9748,64.26,1.21
Namatanai,58,PG,1627236538,84,-3.6667,152.4333,78.53,3.02
Vestmannaeyjar,75,IS,1627236538,82,63.4427,-20.2734,52.79,27.63
Samarai,100,PG,1627236538,78,-10.6167,150.6667,78.87,17.58
Miles City,1,US,1627236320,19,46.4083,-105.8406,90.57,5.75
Southbridge,97,US,1627236538,91,42.0751,-72.0334,71.92,5.01
Aksarka,19,RU,1627236539,77,66.5606,67.7975,46.47,12.53
Oktyabr'skiy,26,RU,1627236539,53,54.4815,53.471,54.88,4.18
Madimba,16,TZ,1627236539,69,-10.4,40.3333,73.67,14.79
Zig,1,US,1627236540,54,40.127,-92.7663,88.09,1.99
Ketchikan,90,US,1627236540,82,55.3422,-131.6461,57.67,0.0
Río Gallegos,40,AR,1627236540,70,-51.6226,-69.2181,39.25,20.71
Mago,100,RU,1627236541,90,53.2514,140.1822,70.59,2.21
Ixtapa,1,MX,1627236365,62,20.7,-105.2,90.23,8.05
Naantali,0,FI,1627236541,53,60.4674,22.0243,73.81,10.36
Almeirim,79,BR,1627236542,41,-1.5233,-52.5817,92.26,2.59
Peleduy,29,RU,1627236542,66,59.6289,112.7406,60.24,3.65
Sechura,16,PE,1627236542,60,-5.5569,-80.8222,77.07,8.86
Lagos,27,NG,1627236532,75,6.5833,3.75,76.35,6.89
Shepsi,5,RU,1627236543,71,44.0361,39.1489,78.75,3.09
Padang,30,ID,1627236543,85,-0.9492,100.3543,78.21,3.27
Haines Junction,97,CA,1627236511,77,60.7522,-137.5108,52.12,3.6
East London,7,ZA,1627236543,57,-33.0153,27.9116,61.23,8.9
Egvekinot,100,RU,1627236544,91,66.3167,-179.1667,44.28,1.66
Beberibe,1,BR,1627236544,59,-4.1797,-38.1306,86.16,13.11
Kenora,2,CA,1627236474,41,49.8167,-94.4337,78.78,11.01
Tilichiki,100,RU,1627236545,98,60.4667,166.1,52.36,4.07
Kovdor,100,RU,1627236545,91,67.5662,30.4758,52.61,5.17
Zunyi,0,CN,1627236436,86,27.6867,106.9072,68.76,1.34
Vágur,100,FO,1627236545,92,61.4732,-6.8119,52.29,6.89
Ilhabela,0,BR,1627236545,51,-23.7781,-45.3581,74.57,4.32
Cacheu,100,GW,1627236546,64,12.2706,-16.1658,83.3,7.45
Praia,20,CV,1627236546,57,14.9215,-23.5087,81.14,13.8
Yumbe,98,UG,1627236547,83,3.4651,31.2469,66.88,3.4
Porbandar,100,IN,1627236547,86,21.6422,69.6093,79.5,18.79
Tiksi,83,RU,1627236547,81,71.6872,128.8694,48.0,7.23
Guerrero Negro,60,MX,1627236547,61,27.9769,-114.0611,76.05,9.53
Tabas,0,IR,1627236548,8,33.5959,56.9244,95.68,16.44
Kyrylivka,0,UA,1627236548,56,46.3759,35.3675,78.78,11.18
Goryachiy Klyuch,53,RU,1627236548,58,44.6308,39.13,83.59,7.38
Salalah,75,OM,1627236549,94,17.0151,54.0924,78.89,8.05
La Ronge,97,CA,1627236549,77,55.1001,-105.2842,59.85,4.97
Lena,94,ES,1627236549,87,43.1,-5.7333,66.96,6.51
Tezpur,100,IN,1627236550,95,26.6333,92.8,78.76,0.4
Margate,85,GB,1627236550,79,51.3813,1.3862,68.92,1.99
Lac du Bonnet,4,CA,1627236551,30,50.2536,-96.0612,82.58,12.1
Requena,21,ES,1627236551,37,39.4883,-1.1004,75.0,0.72
Oranjestad,20,AW,1627236551,74,12.524,-70.027,85.95,13.8
Vila Velha,40,BR,1627236552,55,-20.3297,-40.2925,77.97,9.22
Pitsunda,9,GE,1627236552,80,43.1592,40.3378,77.18,3.33
Salinópolis,42,BR,1627236552,68,-0.6136,-47.3561,83.17,10.25
Shingū,0,JP,1627236553,80,33.7333,135.9833,74.91,5.08
Kendari,21,ID,1627236553,92,-3.945,122.4989,70.09,2.77
Choya,56,RU,1627236553,88,52.0108,86.5467,62.87,4.59
Doha,9,QA,1627236554,75,25.2867,51.5333,98.91,5.75
Georgiyevka,0,KZ,1627236554,38,43.0369,74.7114,78.84,6.71
High Prairie,80,CA,1627236554,40,55.4334,-116.4858,70.07,8.63
Yuli,97,NG,1627236555,82,9.6989,10.2744,76.71,4.34
Kudahuvadhoo,93,MV,1627236555,78,2.6708,72.8944,81.23,13.67
Tura,100,IN,1627236555,95,25.5198,90.2201,76.03,6.6
Liverpool,0,GB,1627236333,64,53.4106,-2.9779,74.68,5.01
Saint George,1,US,1627236258,44,37.1041,-113.5841,92.35,3.0
Madang,86,PG,1627236556,94,-5.2246,145.7966,73.94,6.91
Eunice,1,US,1627236556,57,30.4944,-92.4176,93.29,2.64
Adrar,28,MR,1627236556,7,20.5022,-10.0711,110.3,10.25
Kjøllefjord,75,NO,1627236557,76,70.9457,27.3465,46.45,13.8
Rodolfo Sánchez Taboada,100,MX,1627236557,86,31.7167,-116.5667,73.18,1.01
Pisco,75,PE,1627236557,72,-13.7,-76.2167,66.25,8.05
Tigil',93,RU,1627236558,94,57.8,158.6667,54.43,5.1
Swan Hill,16,AU,1627236558,96,-35.3378,143.5544,46.42,9.26
Scottsboro,21,US,1627236558,56,34.6723,-86.0341,92.89,5.41
Qui Nhon,60,VN,1627236559,70,13.7667,109.2333,81.16,18.95
Kryvyi Rih,0,UA,1627236559,56,47.9167,33.35,72.48,4.47
Pangody,100,RU,1627236559,69,65.85,74.4859,52.34,11.74
Kumluca,4,TR,1627236559,55,36.3703,30.2869,82.38,6.49
Biak,73,ID,1627236560,81,-0.9131,122.8766,74.82,7.02
Kabalo,13,CD,1627236560,30,-6.05,26.9167,80.47,6.85
Tambo Grande,17,PE,1627236560,43,-4.9269,-80.3447,86.11,4.68
Tete,75,MZ,1627236561,60,-16.1564,33.5867,68.09,8.05
Gatton,77,AU,1627236561,74,-27.55,152.2833,50.27,6.82
Hualmay,23,PE,1627236561,73,-11.0964,-77.6139,67.37,8.72
Beloha,12,MG,1627236426,61,-25.1667,45.05,61.16,9.6
Imeni Poliny Osipenko,93,RU,1627236562,88,52.4201,136.4853,67.46,4.97
Ayna,1,PE,1627236562,35,-12.65,-73.9167,74.79,6.55
Dwārka,100,IN,1627236562,86,22.2394,68.9678,82.76,20.36
Waingapu,70,ID,1627236563,74,-9.6567,120.2641,71.62,5.03
Puerto Lleras,98,CO,1627236563,73,3.0223,-73.4044,78.55,1.23
Resistencia,22,AR,1627236284,51,-27.4606,-58.9839,91.09,9.19
Bjørnevatn,20,NO,1627236563,58,69.6672,29.9847,52.14,11.5
Soe,44,ID,1627236564,69,-9.8607,124.284,59.72,4.54
Riyadh,8,SA,1627236530,11,24.6877,46.7219,100.54,9.91
Atbasar,6,KZ,1627236564,59,51.8,68.3333,64.81,8.39
Opuwo,0,NA,1627236564,25,-18.0607,13.84,66.76,7.74
Paciran,20,ID,1627236565,80,-6.8767,112.3761,76.1,5.66
Tyachiv,37,UA,1627236565,66,48.0118,23.5706,79.52,4.7
Zverinogolovskoye,13,RU,1627236565,81,54.4586,64.8542,57.99,6.67
Raja,98,SS,1627236565,98,8.4596,25.678,70.07,3.42
Prymors'k,1,UA,1627236566,50,46.7348,36.3443,76.44,10.6
Carutapera,75,BR,1627236566,54,-1.195,-46.02,87.06,8.39
Yagodnoye,100,RU,1627236566,97,62.55,149.6667,55.42,1.23
Richards Bay,2,ZA,1627236436,78,-28.783,32.0377,59.04,7.74
Tamlūk,100,IN,1627236567,80,22.3,87.9167,84.18,5.61
Faya,93,SA,1627236567,71,18.3851,42.4509,64.92,4.16
Da Lat,89,VN,1627236568,92,11.9465,108.4419,61.39,8.23
Xining,100,CN,1627236568,87,36.6167,101.7667,58.66,2.33
Dafeng,52,CN,1627236568,82,23.4517,108.5881,80.38,3.24
Lancaster,90,US,1627236331,70,40.2504,-76.2499,87.73,5.99
Tucupita,84,VE,1627236568,84,9.0622,-62.051,83.35,5.26
Jacksonville,75,US,1627236323,68,30.3322,-81.6556,91.98,1.99
Owando,83,CG,1627236569,35,-0.4819,15.8999,85.41,2.57
Forsytheganj,59,BY,1627236569,67,52.6333,29.7333,68.58,3.96
Narsaq,100,GL,1627236569,48,60.9167,-46.05,59.22,4.34
Hukuntsi,0,BW,1627236570,38,-24.0,21.75,51.15,10.83
Phuket,20,TH,1627236570,79,8.0,98.25,88.09,11.5
Solnechnyy,100,RU,1627236570,72,50.7214,136.6319,72.72,3.74
Kirovskiy,88,RU,1627236571,69,45.0917,133.5136,71.96,2.71
Christchurch,99,NZ,1627236571,80,-43.5333,172.6333,53.01,5.01
Puerto Boyacá,79,CO,1627236571,57,5.9758,-74.5885,87.82,4.23
Yenagoa,77,NG,1627236572,68,4.9247,6.2642,78.08,9.04
Kazlų Rūda,80,LT,1627236572,70,54.7667,23.5,78.78,6.42
Daru,90,PG,1627236572,81,-9.0763,143.2092,76.98,15.32
Los Algarrobos,75,PA,1627236573,86,8.5,-82.4333,79.21,4.61
Zheleznodorozhnyy,60,RU,1627236573,46,55.7503,38.0042,70.21,4.09
Roald,24,NO,1627236573,82,62.5833,6.1333,74.32,9.22
Jumla,100,NP,1627236573,98,29.2747,82.1838,65.71,1.32
Agadir,11,MA,1627236574,45,30.4202,-9.5982,77.45,5.7
Prince Rupert,100,CA,1627236523,92,54.3161,-130.3201,55.9,1.79
Yulara,69,AU,1627236574,53,-25.2406,130.9889,48.04,6.91
São Félix do Xingu,89,BR,1627236574,21,-6.6447,-51.995,97.16,3.8
Kolyvan',41,RU,1627236575,91,55.3053,82.7391,71.06,3.78
Cairns,90,AU,1627236575,73,-16.9167,145.7667,67.95,10.36
Manche,97,FR,1627236575,96,49.0,-1.1667,67.41,5.93
Iracoubo,100,GF,1627236576,84,5.4802,-53.2011,78.21,3.56
Korsakov,61,RU,1627236576,95,46.6328,142.7813,66.56,3.42
Winslow,90,US,1627236525,78,35.0242,-110.6974,69.98,11.5
Okhotsk,100,RU,1627236576,98,59.3833,143.3,55.54,5.79
Hohhot,59,CN,1627236576,92,40.8106,111.6522,66.99,2.68
Kletskaya,43,RU,1627236577,45,49.3145,43.0584,72.14,9.91
Kondopoga,100,RU,1627236577,53,62.2057,34.2614,69.48,4.7
Teacapan,91,MX,1627236577,65,22.55,-105.75,87.4,7.29
Flinders,53,AU,1627236578,61,-34.5833,150.8552,56.17,15.99
Kulhudhuffushi,100,MV,1627236578,79,6.6221,73.07,81.39,20.58
Vila Franca do Campo,46,PT,1627236578,73,37.7167,-25.4333,72.01,8.32
Shymkent,0,KZ,1627236579,14,42.3,69.6,91.99,6.71
Tanout,80,NE,1627236579,34,14.9709,8.8879,94.62,12.84
Bar Harbor,90,US,1627236579,90,44.3876,-68.2039,67.33,13.0
Kolda,97,SN,1627236579,73,12.8833,-14.95,83.16,4.99
Leshukonskoye,90,RU,1627236580,75,64.8989,45.7622,48.69,5.73
Marquette,0,US,1627236580,55,46.5333,-87.6335,81.84,1.01
San Fernando del Valle de Catamarca,0,AR,1627236580,45,-28.4696,-65.7852,76.64,4.0
Mawlaik,84,MM,1627236581,99,23.6333,94.4167,75.4,0.96
Srīvardhan,100,IN,1627236581,88,18.0333,73.0167,80.15,17.56
Mendi,75,PG,1627236581,98,-6.1761,143.6513,54.7,1.95
Kayerkan,100,RU,1627236582,95,69.3497,87.7602,53.46,3.56
Natal,40,BR,1627236291,58,-5.795,-35.2094,84.85,13.8
Aksu,0,CN,1627236582,23,41.1231,80.2644,88.27,0.6
Tiarei,1,PF,1627236582,66,-17.5333,-149.3333,77.02,9.93
Port Pirie,12,AU,1627236583,82,-33.1833,138.0167,48.29,11.56
Peniche,27,PT,1627236583,87,39.3558,-9.3811,73.72,11.99
Paamiut,79,GL,1627236583,70,61.994,-49.6678,44.69,4.72
Nemuro,1,JP,1627236583,93,43.3236,145.575,61.16,5.84
Mataram,39,ID,1627236584,78,-8.5833,116.1167,70.61,6.73
Urmia,0,IR,1627236584,60,37.5527,45.0761,74.75,4.61
Koróni,0,GR,1627236584,62,36.8,21.95,85.06,7.61
Maniitsoq,97,GL,1627236585,72,65.4167,-52.9,45.61,8.66
Santa Lucía,20,ES,1627236585,65,27.9117,-15.5407,69.12,29.93
Hongjiang,0,CN,1627236585,94,27.11,109.9956,73.72,0.54
Ardakān,0,IR,1627236586,10,32.31,54.0175,97.18,6.38
Stornoway,53,GB,1627236586,82,58.2093,-6.3865,62.92,10.36
Sidrolândia,0,BR,1627236586,22,-20.9319,-54.9614,90.39,8.81
